Date,Open,High,Low,Close,Change %
"Aug 09, 2019","1,313.43","1,328.82","1,313.43","1,327.76",1.48
"Aug 08, 2019","1,301.85","1,312.06","1,298.97","1,308.38",0.42
"Aug 07, 2019","1,300.90","1,308.82","1,297.77","1,302.97",0.61
"Aug 06, 2019","1,280.96","1,301.96","1,279.56","1,295.07",0.80
"Aug 05, 2019","1,285.75","1,294.33","1,284.01","1,284.76",0.38
"Aug 02, 2019","1,275.24","1,282.67","1,268.89","1,279.96",0.81
"Aug 01, 2019","1,239.36","1,272.02","1,239.36","1,269.73",2.70
"Jul 31, 2019","1,227.76","1,238.91","1,227.76","1,236.30",0.77
"Jul 30, 2019","1,242.99","1,247.80","1,226.61","1,226.91",-1.07
"Jul 29, 2019","1,241.04","1,246.08","1,236.67","1,240.20",-0.05
"Jul 26, 2019","1,242.58","1,248.38","1,238.67","1,240.88",-0.23
"Jul 25, 2019","1,229.92","1,246.65","1,229.61","1,243.69",1.03
"Jul 24, 2019","1,244.83","1,244.83","1,229.89","1,231.06",-0.88
"Jul 23, 2019","1,254.86","1,256.31","1,238.71","1,242.03",-1.34
"Jul 22, 2019","1,255.40","1,263.47","1,251.50","1,258.89",0.09
"Jul 19, 2019","1,268.96","1,269.95","1,256.25","1,257.82",-0.90
"Jul 18, 2019","1,270.79","1,271.74","1,266.07","1,269.27",-0.01
"Jul 17, 2019","1,263.56","1,273.17","1,263.56","1,269.45",0.71
"Jul 16, 2019","1,265.00","1,269.32","1,254.79","1,260.53",-0.32
"Jul 15, 2019","1,259.89","1,269.75","1,257.49","1,264.57",0.51
"Jul 12, 2019","1,267.07","1,267.07","1,251.53","1,258.21",-0.79
"Jul 11, 2019","1,264.00","1,271.05","1,260.77","1,268.22",0.30
"Jul 10, 2019","1,258.58","1,267.12","1,257.20","1,264.48",0.31
"Jul 09, 2019","1,262.00","1,265.40","1,260.11","1,260.52",0.25
"Jul 08, 2019","1,249.14","1,258.72","1,246.53","1,257.41",0.90
"Jul 05, 2019","1,245.63","1,247.41","1,235.02","1,246.18",0.00
"Jul 04, 2019","1,240.03","1,248.42","1,240.03","1,246.16",0.00
"Jul 03, 2019","1,240.03","1,248.42","1,240.03","1,246.16",0.33
"Jul 02, 2019","1,230.06","1,244.18","1,230.06","1,242.11",1.20
"Jul 01, 2019","1,214.42","1,229.66","1,209.31","1,227.38",0.34
"Jun 28, 2019","1,225.54","1,226.07","1,217.53","1,223.19",-0.45
"Jun 27, 2019","1,234.28","1,235.06","1,226.54","1,228.78",-0.54
"Jun 26, 2019","1,252.06","1,252.10","1,234.11","1,235.40",-1.64
"Jun 25, 2019","1,262.16","1,266.82","1,254.28","1,255.94",-0.51
"Jun 24, 2019","1,257.09","1,262.66","1,253.21","1,262.43",0.53
"Jun 21, 2019","1,260.16","1,263.42","1,253.78","1,255.72",-0.36
"Jun 20, 2019","1,258.46","1,263.64","1,256.51","1,260.26",-0.30
"Jun 19, 2019","1,251.74","1,264.20","1,246.99","1,264.00",0.78
"Jun 18, 2019","1,266.24","1,266.95","1,248.08","1,254.23",-1.06
"Jun 17, 2019","1,270.27","1,274.56","1,260.00","1,267.67",-0.09
"Jun 14, 2019","1,262.64","1,275.17","1,262.64","1,268.83",0.77
"Jun 13, 2019","1,273.14","1,274.14","1,258.78","1,259.13",-1.16
"Jun 12, 2019","1,261.10","1,274.11","1,261.10","1,273.85",1.26
"Jun 11, 2019","1,258.58","1,261.36","1,252.25","1,257.99",-0.55
"Jun 10, 2019","1,267.18","1,267.60","1,257.22","1,264.98",-0.47
"Jun 07, 2019","1,269.67","1,279.56","1,268.31","1,270.94",0.15
"Jun 06, 2019","1,265.28","1,274.72","1,261.93","1,269.01",0.56
"Jun 05, 2019","1,241.89","1,264.88","1,241.89","1,261.98",1.57
"Jun 04, 2019","1,259.13","1,259.95","1,239.84","1,242.50",-1.77
"Jun 03, 2019","1,278.54","1,281.31","1,262.13","1,264.88",-1.04
"May 31, 2019","1,268.39","1,279.04","1,267.43","1,278.23",0.93
"May 30, 2019","1,256.92","1,266.84","1,254.27","1,266.50",0.95
"May 29, 2019","1,258.04","1,259.47","1,253.87","1,254.61",-0.20
"May 28, 2019","1,249.60","1,259.52","1,249.44","1,257.11",0.68
"May 24, 2019","1,245.18","1,249.07","1,244.61","1,248.61",0.15
"May 23, 2019","1,248.75","1,251.33","1,245.66","1,246.77",0.08
"May 22, 2019","1,239.33","1,245.90","1,239.23","1,245.76",0.81
"May 21, 2019","1,238.71","1,239.84","1,234.35","1,235.73",-0.32
"May 20, 2019","1,238.56","1,241.55","1,235.26","1,239.70",0.30
"May 17, 2019","1,232.26","1,236.11","1,229.46","1,235.98",0.54
"May 16, 2019","1,219.76","1,229.41","1,219.35","1,229.38",0.92
"May 15, 2019","1,220.30","1,225.96","1,217.44","1,218.13",0.03
"May 14, 2019","1,217.81","1,220.45","1,216.00","1,217.72",-0.05
"May 13, 2019","1,212.99","1,218.99","1,212.06","1,218.27",0.69
"May 10, 2019","1,207.00","1,210.64","1,206.34","1,209.93",0.33
"May 09, 2019","1,208.43","1,209.07","1,204.05","1,205.92",0.06
"May 08, 2019","1,199.20","1,205.46","1,197.39","1,205.25",0.61
"May 07, 2019","1,198.69","1,199.69","1,195.28","1,198.00",0.31
"May 06, 2019","1,191.32","1,202.13","1,191.31","1,194.27",0.44
